feature_names,PC1,PC2,PC3,PC4,PC5,PC6,cluster
collage pop,-0.000678309447570773,2.999734822014884e-05,0.002126298685683504,0.00015457970856940886,-0.0007281112806416464,1.6933158076797835e-05,0
freak folk,0.004460299978955355,0.0033504990936028944,-0.002923441268941555,-0.006620443280717487,0.0039857464258454475,0.0037485337036965243,0
ambient folk,0.010587401961986827,0.009069779120371099,-0.01603725930670634,-0.007313260724830901,0.011834260113596335,0.009040724497556833,0
folk,0.13444331646874152,-0.17722011940384058,-0.15525787927536305,-0.015484355912032547,0.10863120189031078,-0.1069964125696105,5
canadian indie folk,0.005889246250697461,0.00013915022994333317,-0.007422835297519257,-0.008676616818182015,0.0015953585226470407,-0.01161369292009807,0
chicago indie,0.03587224048593771,0.005162030891917168,-0.022082272643188516,-0.025714333158921847,-0.038608335638372675,-0.01085433892852192,0
saskatchewan indie,0.006315903336647347,0.0006081904985978206,-0.00822466092923673,-0.009151631898082683,0.002063344682621221,-0.0125431544232948,0
uk experimental electronic,0.0006281036834088732,0.00014713088674444608,0.0021725728312568895,-0.0010418006592006692,1.8199329571145148e-05,4.833379430942836e-05,0
new americana,0.07594742915565232,-0.05836199798144556,-0.1072053975342441,-0.06480950794430891,0.09178256091089182,-0.1571389460654597,0
indie folk,0.07348194397708172,-0.007031791690466622,-0.05340732042776456,-0.07483954758043691,0.042972047778923605,-0.235295235581992,0
outlaw country,0.03477020259203896,-0.03494381252228991,-0.04244602212191583,-0.016361904513065555,0.04033914852103494,-0.040830703456225255,0
slowcore,0.014402458641778252,0.00393797190566799,-0.008771832634055942,-0.01289425831810391,-0.00684009742495849,0.024129436626635616,0
new jersey indie,0.053778915061214835,0.030124621904619328,-0.01442259635890987,-0.034330190368173044,-0.012788281939819127,0.03650073312048106,0
canadian singer-songwriter,0.05650608093087454,-0.06477162338857635,-0.06669324513478642,-0.01135534687435047,0.052890857774393556,-0.0452095710945801,0
ectofolk,0.04979569482853243,-0.057769418520611605,-0.044436559401106156,-0.02150761272451475,0.042818926404168435,-0.05472673841016262,0
pittsburgh rap,-0.005837276631228593,-0.002163290584906453,0.0031620599535497063,-0.013991113428669245,0.006433202283876343,0.00014897301402219584,0
psychedelic hip hop,-0.001984792061892108,0.0011868332701159552,0.006705795580898615,-0.00035754900672010443,0.004011162919374139,0.000660646324629418,0
australian dance,-0.005404411189782765,0.0006358789369018465,0.00822223142511511,0.005429604147327279,0.003698857042855183,-0.00804022566638159,0
australian alternative rock,-0.00034353542288725116,-0.00015244137098162052,0.0017406252595589542,0.0011323040701317953,-0.0011522518996690638,-0.001349675210145201,0
hamburg electronic,-0.0005153828325298281,1.4311500943168066e-05,0.0006620821517296737,-0.00025272894792746766,0.00032469443870146333,0.0009016960195164941,0
minimal techno,-0.0003493185076041904,0.00014327541844479406,0.0003332287966746498,-0.00011378368808519356,0.0005198213393397468,0.000788313480831737,0
microhouse,-0.0003493185076041904,0.00014327541844479406,0.0003332287966746498,-0.00011378368808519356,0.0005198213393397468,0.000788313480831737,0
german techno,-0.0003493185076041904,0.00014327541844479406,0.0003332287966746498,-0.00011378368808519356,0.0005198213393397468,0.000788313480831737,0
new jersey rap,-0.009826295713817754,-0.002773596107405933,0.004050846120901866,-0.018134885737545316,0.008944771419007503,0.007564971992106634,0
nashville singer-songwriter,-0.0015269351062829476,-0.0009097983993610058,-0.007039931029409221,0.006316791463035464,0.0007483715429240962,-0.00961909832256039,0
canadian hip hop,-0.006726053160159228,-0.0015243018798552018,0.004049637363850349,-0.015093735882121812,0.004268147069175643,0.0017450583478638311,0
r&b,-0.09976043372194703,-0.0332176737675347,0.04491439311869096,-0.15251112587550242,0.07210190337288715,-0.003248319946133331,0
colombian pop,-0.002942716559348351,-0.00042775451238098104,0.0007052920331753231,-0.0025725457872101,0.0020332662882770803,-0.0011199862757570792,0
indie hip hop,-0.002542892494397877,-0.0007644665570066266,0.0007902657725762147,-0.005035071482726329,0.0015354537553839084,0.0010112250032161694,0
modern indie pop,-0.014412086558670729,0.010682827654888412,-0.004217657728529945,0.03388783808693594,0.0011476314486490035,-0.029563328746414784,0
american shoegaze,-0.0005352920617838035,0.002855083089737663,-0.0014971311052903275,-0.000568002419948285,-0.005907262743758807,0.008513414780997423,0
hyper-rock,-0.0026401581859305514,0.005323070476100589,-0.0019474143624459953,-0.00020292791356256958,-0.011397417462303052,0.013505353478693076,0
nu gaze,0.0006079245673426857,0.017986699339720438,0.002932938727071651,-0.0072182625878609505,-0.04450361434543412,0.03211789092127441,0
aussietronica,-0.003131260360492676,0.002001637633712457,0.002465767637479789,0.0037171200385736187,0.00405182537130115,-0.000572366914822321,0
tape club,0.0008924716983213893,-0.0013015224744390552,-0.0006725273551757979,-0.0003869237416582177,-0.0009212195191889665,0.0016323539671988117,0
queer country,0.0018835321314393618,-0.0009628508099001647,-0.0023565056545763385,-0.002891793733789185,-0.00031779215365215145,0.000141785338919767,0
women's music,0.0031619834187961793,-0.0038689235369628594,-0.003664170968768763,-0.0033212462527744974,-0.0006642776312207097,-0.004204225803336301,0
midwest shoegaze,0.010028806835527806,0.019117146417475517,-0.04323239727489165,-0.015618197597037404,-0.055667274063139975,0.0273392958150724,0
new weird america,0.017296792155172304,0.004189508281998815,0.007259244728116749,-0.01792497997323813,0.0026296169903604893,0.005578322279210385,0
vermont indie,0.001402208589865299,0.0016623506687036358,-0.0023681191579468497,-0.002430773205348933,0.0003916149494341462,-0.0036066309762321177,0
rock independant francais,-0.0006469747650742593,-0.0007542576694412521,0.003471727154537337,0.0006171151639290408,-0.0018191192979268738,-0.0007609892110011402,0
electro-pop francais,-0.002941087845190658,0.005703628639709996,0.007841642526989994,0.01236580339031872,0.0135132271075638,0.006397598811216766,0
wonky,-0.004153886280260501,0.0036972061122603557,0.015592033123775063,-0.0023704186011981715,0.01290638067389409,0.01205910844528515,0
shiver pop,-0.010250131610841009,0.002876892037109579,0.024420757421692706,-0.003501676381436042,0.011497693673232192,0.0032733149902871893,0
ghanaian pop,-0.0010343424339569057,-0.0001714498989864308,0.0002210528400750622,-0.0009514620455344959,0.0009419466464563866,-9.250706183341621e-05,0
ghanaian alternative,-0.0010343424339569057,-0.0001714498989864308,0.0002210528400750622,-0.0009514620455344959,0.0009419466464563866,-9.250706183341621e-05,0
afrobeats,-0.0014651354351952841,-0.0001557901688313049,0.0004445521254903307,-0.0011352489719880692,0.0013037051304197434,0.00020745930788342736,0
afro r&b,-0.0010343424339569057,-0.0001714498989864308,0.0002210528400750622,-0.0009514620455344959,0.0009419466464563866,-9.250706183341621e-05,0
hip pop,-0.009418647350462557,-0.002673316197954043,0.0009376827885013626,-0.015988875130909377,0.0021126060001227347,-0.002985246652164139,0
kentucky hip hop,-0.001038761826101538,-0.00042889525480082876,0.0003134334416193456,-0.0028488478362685564,0.0006231441592662723,0.0003781664881745854,0
urban contemporary,-0.04824626161523147,-0.013989215464454216,0.024002100254438635,-0.05774570729855239,0.03265338587478899,-0.010621460565444149,0
southern hip hop,-0.01262529372143035,-0.0042937447853887405,0.00848094697761816,-0.03287129675731766,0.009865608985178586,0.0028734113330073125,0
political hip hop,-0.007852793414462569,-0.0033374434789230074,0.003437486026911713,-0.02620663942759857,0.008330205127129618,0.0018638086740179012,0
old school atlanta hip hop,-0.002601760614897285,-0.0011358853192511514,0.0020559428080915315,-0.005830027692670648,0.001804792715633155,0.000532257208642836,0
atl hip hop,-0.016778042228898137,-0.005100042506534584,0.010816925344701777,-0.03437549544902663,0.01879735063079886,0.00016507954784909389,0
boy band,-0.0020501855708596637,-0.00032981348433556756,0.0006654532139631978,-0.0028766100431447793,0.0015027050673005163,-0.001255997034985972,0
indie surf,0.0020867807069263325,0.011238966303848567,0.01171822642821782,0.00668124558654261,-0.007389219910607787,0.014794298938968085,0
pop punk,-0.0014131870165246556,-0.004506716647699504,0.0007592865314921611,0.007430400370068692,-0.00890074602322082,-0.00745665896114664,0
pop emo,-0.000691063076091045,0.0013053017371589272,6.914601065919223e-05,0.0047333669236410214,-0.005192119729959759,-0.00019082800624045898,0
pixie,-0.000691063076091045,0.0013053017371589272,6.914601065919223e-05,0.0047333669236410214,-0.005192119729959759,-0.00019082800624045898,0
oakland indie,0.007362903184628989,0.01774077312206743,-0.0028211829301034827,0.011329335884541977,-0.001925004889599595,0.01920181593695695,0
modern folk rock,0.01219286332422179,-0.005724722160754743,-0.02682862506717645,-0.017814472216540575,0.00626638054993789,-0.02241310402401215,0
garage psych,0.0008497596997852474,0.0004591695841069314,0.0009733217818522065,-0.0018174551107257443,-0.0017904538702787983,0.0003998742611215164,0
classic rock,0.07189385013271607,-0.2584372514174813,-0.03850910806789518,0.15948116268246484,0.03094327648625731,0.14922996664531388,5
psychedelic rock,0.012430169282407432,-0.027558910834367855,-0.0005734761939994954,0.017560972355528764,0.006425140148727592,0.022010550318485863,0
merseybeat,0.005739180235646057,-0.011312878768277652,-0.0025346917509176167,0.005509515920770971,0.0032863656083758556,0.00972020325371788,0
british invasion,0.006668272984716605,-0.018279273147526438,-0.0034084063894638758,0.01011525309061588,0.004109314119308733,0.012904264597927295,0
jazz piano,-0.0025812125085828913,-0.00089712617404291,0.0012357517164394297,-0.0042259341194325695,0.0017343068416339521,0.0035087441482313728,0
jazz fusion,-0.0031438082128198157,-0.0012144923618046578,0.0013785382823207316,-0.005506936693666091,0.002088375743842312,0.004080468865631277,0
jazz funk,-0.004584909249493137,-0.005182866842196552,0.0005666977201114788,-0.0055733551103267975,0.001659483456427603,0.007391817364248243,0
jazz,-0.016632761510478482,-0.012272224853123924,0.0017615588095961394,-0.02938431063018467,0.013586583696140247,0.02553256967306825,0
instrumental funk,-0.005726596355639637,-0.003253334401788822,0.0006622997117757095,-0.005672061895332944,0.0037117497688810195,0.0027640020422364103,0
contemporary post-bop,-0.003972549540973557,-0.0019352403841730614,0.0015561337880237525,-0.00690033674155038,0.001621643520601011,0.003749431141303392,0
new jack swing,-0.0062117539074097875,-0.0025344155897136923,0.0010257750962282843,-0.006492383734398462,0.0020979936259373335,-0.0026976665216198806,0
trap queen,-0.007794514220404335,0.00019927887679079708,0.0029352786896792923,-0.009987209906596566,0.007762179621804988,0.0005136845619722975,0
trap,-0.013574130564848125,-0.0039019200230514203,0.00901879825071809,-0.03334598381892859,0.012670808548614576,0.0055851040596808475,0
melodic rap,-0.0014654651495557096,-0.0008834419011805681,-0.0005203014923312176,-0.0008686117257161033,0.0002858926376099774,-0.0021475338868293635,0
post-disco,-0.0017009683831900636,-0.0022204309752049114,0.0006477870781871072,-0.0012200754648667366,0.0019487739827866377,0.0011671368882138844,0
p funk,-0.0027119328507953545,-0.0016376732450094104,0.0009716369311279586,-0.001485563129864451,0.002097967825296771,0.0007151703195726548,0
west coast rap,-0.014047353677807848,-0.004826995695629153,0.01161086000146584,-0.03805443101832503,0.014200214910171772,0.0034201568160030556,0
acoustic pop,0.006199008387704465,-0.007141430939774297,-0.02196855161376357,-0.00705407821592207,-0.0007125052632159484,-0.05108308220099903,0
country rock,0.010876058185452819,-0.04740707130275828,-0.030865186060786292,0.023984164148792904,0.020586309854668652,0.015703868745536514,0
electric blues,0.0016159689337330628,-0.014356995424878715,-0.010017852994055812,0.0025419330457114647,0.006238927201100528,-0.002003883991551634,0
folk rock,0.06084270091370895,-0.17843534894141883,-0.07761807486905596,0.08029321686089366,0.06408994333931882,0.051788864801944,5
soft rock,0.039655538891885986,-0.20198941425798111,-0.03974157489253001,0.12419317204853923,0.03451069416243271,0.12072231455636784,5
bristol indie,-0.0003553430363265347,0.0021234040797761594,-0.0031632857478209927,-0.0010798693360356962,-0.0005698792373749637,-0.00631369873186343,0
british singer-songwriter,0.0152573009907629,-0.00821297977162505,-0.022346963874681693,-0.012947146115943598,0.02103007960881792,-0.02643646970340132,0
electro,-0.0019108011866809174,-0.0004134093886804513,0.0012831026547452874,0.0002694424500951403,0.0006444480986112757,-0.0028355725512808423,0
eurodance,-0.0028456023651266546,0.00032718966916535217,0.0025084107500952042,0.0036803685447740833,0.0021921730214495617,-0.007556854351819489,0
washington indie,0.017103644593621604,0.001803110429891497,0.00936870916756484,-0.010439927509169134,0.0011866774823783596,-0.025913647106944104,0
austin americana,-0.00023586984890802657,0.002526320743130459,-0.004916430346320476,-0.0028163255220454647,-0.005728954889911519,-0.0008409505638582671,0
athens indie,0.0006392939900706195,0.00019683057704038192,-0.0013244627609120705,-0.0030002613626818548,-0.001758700742031405,-0.0001931617201357349,0
elephant 6,0.0022117874402737374,0.0004561006323781189,2.7057064070158764e-05,-0.0018036904375128644,-0.0037395483263118613,0.0007162397639148185,0
deep new americana,0.0057905766279596725,0.004114794934454014,-0.013947378879110671,-0.00032674154022832493,-0.007007604401825174,-0.0025565841435189634,0
quebec indie,0.017612269315536246,-0.0023095944636521504,0.024454085161573207,0.0020930999087144008,-0.02193997032805527,-0.008740516659329137,0
dreamgaze,-0.000538833693103402,0.004375358628894677,-0.006109228921740117,0.0001549808317832298,-0.00929737214301687,0.004470292961038119,0
eau claire indie,0.008884382380074827,0.001057744118583903,-0.0006107989556688973,-0.006932167617837364,5.8526077515222826e-05,-0.03574863742008224,0
boston rock,0.002767831310522426,-0.011867011658026274,0.0002548964141545468,-0.00378411659710621,-0.010351900111667842,-0.0024060384749071775,0
reading indie,5.1268407957807555e-05,0.0009303161663380846,0.0030824371860430537,-0.00027967575589102014,-0.0062742167938518705,0.007980510925580928,0
sydney indie,0.0074856254059115935,0.008785408018366915,-0.008931691576070511,-0.0022867856940122187,0.0015522047364592458,0.0024643312480225727,0
folktronica,0.0003824797114745002,0.0012438119992572731,0.007925576498309612,-0.0029730582849790944,0.0020065013273330534,0.0058742935648736835,0
post-grunge,0.0016793092905995435,-0.01208351065081236,0.0010625722646762927,0.0030765429114862244,-0.012271751759638514,-0.011496335330056718,0
alternative roots rock,-0.0012018323833997283,-0.00013450243739856322,-0.001590280438938317,0.0005291162657396398,-0.0010821101455041223,-0.00369946685410161,0
classic oklahoma country,-0.00032526994184792636,-0.0002127057954552172,-0.00026599510365685544,5.610003839019269e-06,-0.00037097985434988523,-0.0012409077940436141,0
black americana,0.0039560024439595975,-0.007681708772602954,-0.010853332247790264,-0.002563519803169003,0.007628411257897946,-0.006823768944799003,0
eugene indie,0.009257433573829745,0.024296263090608818,-0.007052269268952987,0.014711797125265174,0.006880859108214939,0.019842551409786392,0
irish singer-songwriter,0.0005323506072481246,0.0004962433452528565,0.0023554059883100016,-0.0013475815146411223,-0.0006711604828818527,-0.005545990502175256,0
indie anthem-folk,-0.001905528302257394,-0.00137720658321232,-0.0004991242457497436,-0.001479270904305199,-0.0023611307049537407,-0.014815053990529625,0
indie quebecois,-0.0006318741538905699,0.004562257836437055,-0.002189916221872435,4.108895138512645e-05,-0.00516904151510043,0.003790322134391748,0
musica portuguesa contemporanea,9.417209544369416e-05,0.00033552500428829057,-0.0002802875205718585,-2.711851554960053e-06,0.0003818123209577878,-0.00042397432554973244,0
new england shoegaze,-0.0007512067624373426,0.0029260369179837137,-0.0033491283503639434,-0.0036517925953200307,-0.013802923414097442,0.007942223062815317,0
swedish singer-songwriter,0.0019089119566544277,0.0006011200218868865,-0.003259986854025238,-0.004903584517937198,0.0008093471323723595,-0.012417931780434578,0
swedish indie pop,-9.360779030058875e-05,0.0017752988562943182,1.572810422309934e-05,-0.003398333463926493,0.004978698964591715,-0.012536062023890359,0
swedish indie folk,0.0019249407709055167,0.0005008954611288317,-0.002887439297056611,-0.00531129395400351,0.0016007596199078618,-0.011191111940364271,0
stomp and flutter,0.00036042200148568294,-0.0012937813610390866,-0.002911786515862223,-0.0011096841351708538,-0.0007955749920693183,-0.006578731934761071,0
australian indie folk,0.0011638088049637492,-0.0008700485224814352,-0.0006137995116411445,-0.001035450470003142,0.0002098330012291239,-0.002295261238182461,0
lo-fi emo,0.0003665215435005457,0.0017625659829917874,-0.0038200793255059582,-0.0003129954371333231,-0.003096657615601395,-0.00047126903422741264,0
uk americana,0.010813397741834667,-0.007890592730774821,-0.011593020173492528,-0.011076708716907425,0.015551465022923228,-0.024799320572870695,0
post-teen pop,-0.012571477181728578,-0.0014090413492410274,0.014205835751125216,0.016170886993273428,0.0038298132056285507,-0.024407372666079178,0
laboratorio,0.0005032164361360547,-0.0008457203040268228,0.004915778699255841,0.0005099838659402074,0.001205193536895032,0.0075850072509120025,0
dark pop,0.00902757454497689,-0.009248649806966583,0.0005385369949839045,0.005041109462933581,0.02081173940858014,0.023376225335690105,0
perth indie,0.0002206083737331006,-0.0015817273822843509,-0.003485876303525829,-0.002124618720123895,-0.0013743679594207235,-0.0025998261796002183,0
toronto indie,0.012711055784621018,0.011883325847760308,-0.0014084077821251266,-0.0005424711317940061,-0.007027728267852434,0.018250968796857392,0
bow pop,-9.668087313084653e-05,-0.000135356372422975,2.8448147830472804e-05,0.00045415621568578997,-0.00014482060742575015,-0.00010815481496017009,0
kentucky roots,-0.0006523507474305951,-0.0013560095018189098,-0.002157555922972335,-0.00028414273643349034,0.0001928843745827215,-0.002094632062918542,0
kentucky indie,-0.0006523507474305951,-0.0013560095018189098,-0.002157555922972335,-0.00028414273643349034,0.0001928843745827215,-0.002094632062918542,0
modern psychedelic folk,-0.00031769053111301845,0.00012860633870203478,-0.0012627625719608944,-0.002551174881861522,-0.0025824604912668063,9.749517815987661e-05,0
montreal indie,-0.0005796770127653934,0.002748057422592457,-0.005052600916790145,-0.0016997410056513761,-0.006054920636735848,0.003194839441378551,0
piano rock,0.02619854860322564,-0.07324552970932227,-0.0007582524029187864,0.0472798319207626,0.027523715256182454,0.03681067153891276,0
uk hip hop,-0.001001321429195838,-0.00018639382728645693,0.00016218520214247197,-0.0011396127981323466,0.0007947571948743485,0.00015439153696948893,0
girl group,-0.01034622651150331,-0.004868801794574389,0.010013294842014414,0.012914028238313153,0.005962052432426106,-0.015472144639287479,0
barbadian pop,-0.004550592065248304,0.0002213663580204354,0.0025119096548811867,0.0012590151388594422,0.004422824573264702,-0.0064042307046474544,0
newfoundland indie,-0.00024411578807696438,0.0006508676865153391,-0.000581457654520881,-0.0011422689571497489,-0.002536469022454561,0.0019429574813184275,0
english indie rock,0.0008193576570096596,0.00280204607438599,0.002765591060586053,-0.0030445542292958194,-0.006686899047662931,0.005273390362408132,0
crank wave,0.005407351098747754,0.008603649842801207,0.005004523931897253,-0.012551233885645306,-0.018995172894374746,0.017896534828907237,0
brighton indie,0.000839005371998717,0.0005623851244247038,0.0009731371793754189,-0.0029715393912878216,-0.005496811412208992,0.005584153101953729,0
ambient pop,-0.00014916598125131204,0.002193157357808767,-0.00210822614918631,-0.00044459473749547087,-0.0013816539448563132,0.004729044137505678,0
north carolina indie,0.0022432450131802304,0.0017241067243947041,-0.0026022316619306166,-0.003287868056802285,0.0010587612706408705,-0.002899500041508115,0
indie garage rock,0.0025712563147278207,0.00010621199711651559,0.0006381376979007375,6.188482317563641e-05,-0.003420868365365165,0.0043086250200638325,0
brisbane indie,-0.001171622188743238,4.8534483781646226e-05,0.00032893861590074975,0.0027388326513802888,-0.001412876999524689,9.354362488793935e-05,0
australian indie,0.011613370994298029,-0.002391885375731653,0.0029587235497840875,-0.0011433358326510066,0.010152261116661638,0.014050294287509849,0
corecore,0.00028859632646117966,0.001533138255054649,-0.0014621016793209308,-0.002952409147732724,-0.005643587149860906,0.0024299331171442964,0
duluth indie,-0.00010872933782472381,0.0002433597095815745,-0.000153519005518457,-0.0003768438563421643,-0.001050518296988115,0.0010430380181652118,0
chill pop,-8.843951262693887e-05,-0.0007991784319468381,0.0003783289233491668,0.00036771149597250336,0.00010411336012377058,-0.002230901365889164,0
indie r&b,-0.0057102284120678646,-0.0017415642878199004,7.423051364357911e-05,-0.006591021212304341,0.0026337010373354524,0.0003409173838310821,0
experimental rock,0.0012483937419448202,0.0009101711655520112,0.005139800197393729,-0.0018867212081986977,-0.0032914254327645813,0.006428617296138955,0
experimental indie rock,-0.0002003193853403591,0.00012192500087577123,-0.0003488002049154976,-0.000278630685316686,-0.0016798953918943768,0.0009307263939712954,0
bay area indie,0.008934718394745531,0.010650141532122119,-0.001708131702667808,0.00966785068400115,-0.0008544013408364398,0.014709411679763522,0
electronic rock,0.004680115151713321,0.0018227025061719403,0.024428897534612092,0.004057950453570351,-0.011035050713473018,0.003860046998186698,0
dance rock,0.009730192437839626,-0.017522295471865592,0.05111415434781384,0.016754807022407045,-0.04022709723698937,-0.0013151705774372513,0
folk-pop,0.0004152560719001272,-0.0018400218914399425,-0.0007242897766526912,-0.0006793106636610274,0.0002475453243957189,-0.0032441021047875463,0
virginia indie,5.6759048358920794e-05,0.00016321773902459557,-0.0009617938196973154,-0.00016604335818111532,-0.0006312069012532358,0.0003014243925276478,0
new orleans americana,0.00031655405119128405,0.0005827498958706667,0.0003924569891547559,-0.0012653544965808975,8.814272026927673e-05,-0.0012054167058496918,0
album rock,0.02194361417077857,-0.1275664396036807,-0.016089092226966147,0.09280730184900675,0.003371273008637066,0.0898546397342248,5
psychedelic pop,0.0007162261391580766,0.00021455948943933072,0.01023179725234791,0.0028249629676722478,-0.0012758834644293758,0.006084252683692034,0
denver indie,0.0002233467303909526,0.006944824521417868,0.003387991572237185,0.005578793414050127,0.007717286569129968,0.002291398047688221,0
yacht rock,0.006828951195110619,-0.041811814171724235,-0.005153935213297928,0.03562019258263275,0.002170546539348136,0.0402247974529527,0
danish indie pop,-4.5548487623709936e-05,8.733614836780668e-06,0.0001220739217453437,0.000657731817434604,0.000234076074489206,0.0013191161592130216,0
portland hip hop,-0.0010009186889222547,0.0024504984894396986,0.008834582843654796,-0.0005981912203240019,0.0014081539634468723,0.00477147106565495,0
kiwi rock,0.001961754166212681,0.006267940545817977,0.008543247850289341,0.002148069421781746,-0.00773025170712452,0.00989998704966138,0
progressive bluegrass,0.005403116675325394,-0.0010051246510869593,-0.012660282525658224,-0.009408253241589604,0.002318138683071906,-0.016154201164127562,0
australian psych,0.0004382650982760076,0.003172755782718521,0.021752658503358363,0.006164350116746328,-0.0027567473512264975,-0.007996670751541387,0
lgbtq+ hip hop,-0.021383132993292673,-0.0025448152451264037,0.018259789551557305,-0.030311469580670533,0.023661778554922307,0.011339571849166468,0
bubblegum bass,-0.0011184377350171744,0.0009777442569696155,0.000485933766914042,8.436303769427837e-05,0.001816398864399287,0.0042571452757673035,0
glitchcore,-0.0013766930393237938,0.0006716286713557411,0.0007065914696464119,0.001598031401870024,0.0019946890191347042,0.0020326136663788735,0
nz folk,0.0032830602590802793,0.004187488410972238,-0.0046350050325258164,-0.00015117909335420345,0.008469005976637332,0.0055903402613089615,0
nz singer-songwriter,0.0031291022293049977,0.004116682005424652,-0.004517425519131968,-3.225750651496288e-06,0.008109515123248003,0.005442334254047546,0
dunedin indie,0.0032830602590802793,0.004187488410972238,-0.0046350050325258164,-0.00015117909335420345,0.008469005976637332,0.0055903402613089615,0
cascadia shoegaze,0.0008436213575734543,0.004170597605155857,-0.005089207973360777,0.000507586448168761,-0.009576174840472212,0.010658662086069354,0
connecticut indie,-0.00016880127242897283,0.0013352405918847332,-0.0013803866070726005,-0.0005782364543954043,-0.004559469538255391,0.0029320100157296477,0
balearic,-0.0004473462104652169,-0.0005827230467107236,0.0005352035698664778,0.0014217084461477828,2.388533893303417e-05,0.0019384857349132318,0
belgian indie,0.0004670663187838176,0.0006683537105758044,-0.0007721375596984744,0.0007653729870024298,0.0009750009241918686,-0.0007503267336188179,0
belgian electronic,-0.0004307930012383786,1.5659730155125598e-05,0.0002234992854152682,-0.00018378692645357333,0.00036175848396335735,0.0002999663697168431,0
nigerian pop,-0.0004307930012383786,1.5659730155125598e-05,0.0002234992854152682,-0.00018378692645357333,0.00036175848396335735,0.0002999663697168431,0
calgary indie,0.001156026018193831,0.0016798424404088268,-0.0007752868112451216,-0.0024169902371567503,-0.0005415425673739882,-0.0015716863240275607,0
irish rock,0.003157672479182311,-0.010368617149074588,0.005179451620402082,0.004453531472016653,-0.01583828559328379,0.006569825709017903,0
grungegaze,0.00020417725335815473,0.0002604706843981345,0.00043867856447270877,-0.00031242388490257877,-0.00128406923753868,0.0018750769509029816,0
american folk revival,0.0009042545080671858,-0.004649458564473821,-0.003630508200716117,0.0006007408076339335,0.002455986604759303,-0.0004228641615706149,0
north carolina roots,0.0015869920681677054,0.0018062781150706695,-0.002899809230014283,-0.0026344435045573757,0.001597642467893455,-0.003554617961344005,0
british folk,0.01712183435725553,-0.014487010574294404,-0.017567241523577196,-0.011354249872520034,0.02447056502742516,-0.015280993091784673,0
math rock,-0.00021113252198011394,0.0013395755558755899,-0.0008170784512163469,-0.0018600635017679153,-0.005523432465477773,0.0037154957875892656,0
wisconsin indie,0.0009866634870181912,0.00023739379895298978,-0.0018206989702813068,-0.0017368355138288746,-0.0005155123849968281,-0.004801684161513759,0
edmonton indie,0.002351816181746604,-0.001605181629995677,-0.004028562775608482,0.0009429307553831471,-0.0037159302578982103,0.003989857353209009,0
vapor twitch,-0.0034787382098649964,9.653904397366474e-07,0.003872680116965572,-0.005710411982661311,0.003131531355391282,0.0005775396175256127,0
future bass,-0.0007209831794805697,0.00010544035402444482,4.0835546166054214e-05,-0.0009228427181260388,7.527621229888263e-05,-0.00035066080498966497,0
deconstructed club,-0.001200445051939269,0.0008866813370851933,0.0022313942929569675,0.0010967696057549664,0.003806357906932516,0.005467346474424494,0
fluxwork,-6.96565224253023e-05,0.0013840950569864322,0.004585461051995503,0.0012414634542047948,0.005456451874081725,0.00700396057409888,0
ai,-0.000660213041534509,0.0004085674934507555,0.002275873253660973,0.000651735292053443,0.001191128165138988,0.0027394669363322017,0
australian electropop,-0.002523134748871417,-0.00012256685633756846,0.004590484756074454,-0.002612772643519854,0.0021448066675974686,0.001149585806702116,0
american post-punk,0.0034679942919759385,0.0031430313220531594,0.0010341689112244909,-0.0050009801998642245,-0.005476897614685457,0.005264600833376,0
zoomergaze,-1.5329311660745678e-05,0.00011356499849869269,-6.609154626725408e-05,-0.00043151157217733756,-0.0012225258718923206,0.001015140025130604,0
manitoba indie,0.00018237652430405445,0.0007347056382252052,-0.0003426473214284453,-0.0008449975235270641,-0.002440865746302111,0.0023567110634102576,0
nova mpb,-0.0010638089823066753,0.0003454588946168953,-0.001408040487238972,-0.0011052222114164164,-0.00073567821843837,0.00022343006289761392,0
electronica argentina,-0.00025364718190216045,-1.9046141596811635e-05,-0.0002292338857539177,-0.00033138499151953265,-0.0002401358943509623,-0.00013344663132688032,0
argentine indie,-0.00025364718190216045,-1.9046141596811635e-05,-0.0002292338857539177,-0.00033138499151953265,-0.0002401358943509623,-0.00013344663132688032,0
melbourne indie,0.013184641116024036,0.0006544618844256177,-0.003290623036797936,-0.002381467663781764,0.007362938388484506,0.013788601223581977,0
norwegian experimental,0.0003256296384933563,0.00262116145276045,3.595277401569839e-05,0.0011302039711372789,0.0015426937488052246,0.006902666772949368,0
nyc indie rock,2.2352925980463915e-05,0.0009926064714325877,0.0075442072506126615,0.0003466232892678743,-0.005972924259850627,0.0015007063304793412,0
reggaeton,-0.0003248106535378478,0.0006841462884767835,0.0019030535035468171,-0.0028419154126140362,0.0017870426273558513,0.0018221295668860086,0
urbano latino,-0.0003248106535378478,0.0006841462884767835,0.0019030535035468171,-0.0028419154126140362,0.0017870426273558513,0.0018221295668860086,0
rap latina,-0.0004916220653694789,-7.726491549029102e-05,6.109670802732537e-05,-0.0006325788564137943,0.0003697588524351471,0.00017504996675300058,0
urbano espanol,-0.0004916220653694789,-7.726491549029102e-05,6.109670802732537e-05,-0.0006325788564137943,0.0003697588524351471,0.00017504996675300058,0
spanish hip hop,-0.0004916220653694789,-7.726491549029102e-05,6.109670802732537e-05,-0.0006325788564137943,0.0003697588524351471,0.00017504996675300058,0
